assembly_accession	marker	protein_accession	mapping	candidate_count	sequence_sha256	original_header
GCF_903886475.1	Ribosomal_L6	WP_002946167.1	unique_exact_sequence	1	ebc5a66f45894ae29ec046a7bae5838108ba128d8c95610bc74e07f43a526cb2	WP_002946167.1 MULTISPECIES: 50S ribosomal protein L6 [Streptococcus]
GCF_002970915.1	Ribosomal_L6	WP_105452531.1	unique_exact_sequence	1	58eeccad9f9c17ed93b035cf02dbd317129ece77c413f87996a46a68a284b285	WP_105452531.1 50S ribosomal protein L6 [Lactiplantibacillus koreensis]
GCF_000468955.1	Ribosomal_L6	WP_011836023.1	unique_exact_sequence	1	cb0391508906269d233329ddf55a4ab2598653458a819d7cdb7c9bb1cbc1b1f8	WP_011836023.1 50S ribosomal protein L6 [Lactococcus cremoris]
GCF_903886475.1	Ribosomal_L9_C	WP_011226695.1	unique_exact_sequence	1	5931817e3daba45d85fd2e500b25947a437bd01a5c8c723e75ce7049e16cd5d5	WP_011226695.1 50S ribosomal protein L9 [Streptococcus thermophilus]
GCF_002970915.1	Ribosomal_L9_C	WP_105449480.1	unique_exact_sequence	1	b9f5716b30b674bb81a86b62bcd5ba728b639add9beb5190e5b5e38f79633fd8	WP_105449480.1 MULTISPECIES: 50S ribosomal protein L9 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L9_C	WP_021036908.1	unique_exact_sequence	1	ef2e049739f8ea5b1fd3f74a5938136c454585063edbe729eb606624e1446077	WP_021036908.1 MULTISPECIES: 50S ribosomal protein L9 [Lactococcus]
GCF_903886475.1	Ribosomal_S10	WP_002885653.1	unique_exact_sequence	1	6e83c7aef616191d56a5f1bd180ba22d73b8d707eeab3b30b9a43a7986676fe9	WP_002885653.1 MULTISPECIES: 30S ribosomal protein S10 [Bacillota]
GCF_002970915.1	Ribosomal_S10	WP_003638059.1	unique_exact_sequence	1	12710d6580a603fab5e1707b161c76cb0b48d1a2cd9d8990b6790484cc6d8458	WP_003638059.1 MULTISPECIES: 30S ribosomal protein S10 [Bacteria]
GCF_000468955.1	Ribosomal_S10	WP_003129973.1	unique_exact_sequence	1	ba385ec3a9ce766ac656623fd1d76baa4222d5cb175bc77b9a992fc95a309c90	WP_003129973.1 MULTISPECIES: 30S ribosomal protein S10 [Streptococcaceae]
GCF_903886475.1	Ribosomal_S11	WP_002887520.1	unique_exact_sequence	1	ca46741dd7731eee1c28fac5edc85f1eb0a6137e61bd2ac91fa78dd16c0c7e53	WP_002887520.1 MULTISPECIES: 30S ribosomal protein S11 [Streptococcus]
GCF_002970915.1	Ribosomal_S11	WP_105452535.1	unique_exact_sequence	1	117dcd9f9c01c4ba620682f8f628addd14e5b6ba0a8265f42f66a5cff068ed82	WP_105452535.1 30S ribosomal protein S11 [Lactiplantibacillus koreensis]
GCF_000468955.1	Ribosomal_S11	WP_010906297.1	unique_exact_sequence	1	e8b1990e5cd3880594adeab85d0c3d63f59cb6f5a7846a400944ef95c3513e46	WP_010906297.1 MULTISPECIES: 30S ribosomal protein S11 [Lactococcus]
GCF_903886475.1	Ribosomal_S13	WP_002885820.1	unique_exact_sequence	1	afc7b49ec902673dd451c5ffa5725e72d90b07768385bb565d22c567acb3fe17	WP_002885820.1 MULTISPECIES: 30S ribosomal protein S13 [Streptococcus]
GCF_002970915.1	Ribosomal_S13	WP_105448034.1	unique_exact_sequence	1	53c087c245138bd2a0a6c859767434641e40e76f22ee13f7c117702fe414e4cf	WP_105448034.1 MULTISPECIES: 30S ribosomal protein S13 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_S13	WP_003130555.1	unique_exact_sequence	1	658c24d891148d06cf4f4836bc80d783c9d6cc90ee48ac5c2884ae25c71bc606	WP_003130555.1 MULTISPECIES: 30S ribosomal protein S13 [Lactococcus]
GCF_903886475.1	Ribosomal_S15	WP_002949247.1	unique_exact_sequence	1	059bad5bdee7ed75ac9fc4f1d521206b362c31274cdf764471a89b132fbc9df8	WP_002949247.1 MULTISPECIES: 30S ribosomal protein S15 [Streptococcus]
GCF_002970915.1	Ribosomal_S15	WP_105448599.1	unique_exact_sequence	1	1b48533778cd9fdae66fa478a782ba4458354c9eeea4c11c9cebd01752e2e2c4	WP_105448599.1 MULTISPECIES: 30S ribosomal protein S15 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_S15	WP_010906184.1	unique_exact_sequence	1	486e1b5462e9f1864734def3d499fa4047b92f1b8444650c8a7ac29b376976b4	WP_010906184.1 MULTISPECIES: 30S ribosomal protein S15 [Lactococcus]
GCF_903886475.1	Ribosomal_S16	WP_002884675.1	unique_exact_sequence	1	e7a617c534ebbb694473983c4843cdac84cea681fccdad0db93983239d95b76d	WP_002884675.1 MULTISPECIES: 30S ribosomal protein S16 [Streptococcus]
GCF_002970915.1	Ribosomal_S16	WP_003638633.1	unique_exact_sequence	1	620f2ae5d7cfe5d9b48c744eab51adfd830db630106b0ee2d5beaba00c7cdc2b	WP_003638633.1 MULTISPECIES: 30S ribosomal protein S16 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_S16	WP_011834878.1	unique_exact_sequence	1	d6360ef613468349b5e3235d4c2cfa92953f812df7790471cde33e4acafbcd22	WP_011834878.1 MULTISPECIES: 30S ribosomal protein S16 [Lactococcus]
GCF_903886475.1	Ribosomal_S17	WP_002944482.1	unique_exact_sequence	1	481f5d5305578c06d2e2aa9012ad4530ac8fe17ffce9acbeadb75d9318bff8de	WP_002944482.1 MULTISPECIES: 30S ribosomal protein S17 [Streptococcus]
GCF_002970915.1	Ribosomal_S17	WP_105448022.1	unique_exact_sequence	1	03501bef22ba0d2460d346b40556545efad524ff6dc6f8f2205e5511bc76904c	WP_105448022.1 MULTISPECIES: 30S ribosomal protein S17 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_S17	WP_003129955.1	unique_exact_sequence	1	6d003b3fb2b7177f527c70232a0a07bad04d58ce1993bf1b1fcf3347d4d009ec	WP_003129955.1 MULTISPECIES: 30S ribosomal protein S17 [Lactococcus]
GCF_903886475.1	Ribosomal_S19	WP_000533765.1	unique_exact_sequence	1	9368d3b22e2ae41d92fd2b916ed130e95b893e65c4ba84d0dd89c9577adea6ac	WP_000533765.1 MULTISPECIES: 30S ribosomal protein S19 [Bacillota]
GCF_002970915.1	Ribosomal_S19	WP_105448018.1	unique_exact_sequence	1	08804510621b174712c0c270f4a500cebabf25ccdb6f3b2d4065130c7f06c338	WP_105448018.1 MULTISPECIES: 30S ribosomal protein S19 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_S19	WP_011677159.1	unique_exact_sequence	1	ca415971f66829ca97d886ff288cfb085e522dbaa71261e4e3f618bab283164a	WP_011677159.1 MULTISPECIES: 30S ribosomal protein S19 [Lactococcus]
GCF_903886475.1	Ribosomal_S20p	WP_002947597.1	unique_exact_sequence	1	5794fe296a29b626772228dd96fe88c5b13e8dd0c5f62020f8fdfa2a1401d1c1	WP_002947597.1 MULTISPECIES: 30S ribosomal protein S20 [Streptococcus]
GCF_002970915.1	Ribosomal_S20p	WP_105448600.1	unique_exact_sequence	1	602ecb1523dd1822f85589b464357e243aadab91cd8c7f287a5aa51a1b01fa6d	WP_105448600.1 MULTISPECIES: 30S ribosomal protein S20 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_S20p	WP_011676734.1	unique_exact_sequence	1	21df8d4365b70f6c60df09717ac7cc5f2edaa290f6d312f575d16fb6420c7d51	WP_011676734.1 MULTISPECIES: 30S ribosomal protein S20 [Lactococcus]
GCF_903886475.1	Ribosomal_S21	WP_011226340.1	unique_exact_sequence	1	01db679de303cd6f50b12dd86ab19a8b3adb3577748cd70bcb0e8dfb8b65328f	WP_011226340.1 30S ribosomal protein S21 [Streptococcus thermophilus]
GCF_002970915.1	Ribosomal_S21	WP_105448502.1	unique_exact_sequence	1	43a98182cf85d73bfc83cdddd9039542184220238f8e93b711d933e3dff0f623	WP_105448502.1 MULTISPECIES: 30S ribosomal protein S21 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_S21	WP_003129844.1	unique_exact_sequence	1	d96822e11a2b69206c8a5c3d75edf20f80967f44c6bc192dc66cde9e6b66ad37	WP_003129844.1 MULTISPECIES: 30S ribosomal protein S21 [Lactococcus]
GCF_903886475.1	Ribosomal_S2	WP_002944541.1	unique_exact_sequence	1	6bcc2b0c86749da5e4f3f6354331d79c3896ebb6dc9f6fc6674b19e479c19039	WP_002944541.1 MULTISPECIES: 30S ribosomal protein S2 [Streptococcus]
GCF_002970915.1	Ribosomal_S2	WP_105450989.1	unique_exact_sequence	1	82d62c212a9b9c9cb9c02d87087db39d26894bff88fe55ea4d29264f1d2c451a	WP_105450989.1 30S ribosomal protein S2 [Lactiplantibacillus koreensis]
GCF_000468955.1	Ribosomal_S2	WP_011836067.1	unique_exact_sequence	1	35d3d3cebae88fa249852792ae685feca8c0659bd76a20ce4ebffe0938feb58d	WP_011836067.1 MULTISPECIES: 30S ribosomal protein S2 [Lactococcus]
GCF_903886475.1	Ribosomal_S30AE	WP_011225518.1	unique_exact_sequence	1	c04011217a46f80db2ab203824aaa41323a987a4986c614555ea0a5bf8806ea8	WP_011225518.1 ribosome hibernation-promoting factor, HPF/YfiA family [Streptococcus thermophilus]
GCF_002970915.1	Ribosomal_S30AE	WP_105452353.1	unique_exact_sequence	1	54ce5c32e2ee8dd7b9469c1d4eff14feb80c43a55bdf8197762fd62b6ec0678a	WP_105452353.1 ribosome hibernation-promoting factor, HPF/YfiA family [Lactiplantibacillus koreensis]
GCF_000468955.1	Ribosomal_S30AE	WP_011834629.1	unique_exact_sequence	1	5ab34ef4442141a6171b53643d5088acbc9f42a09eeab6dc8cba9a0e66198667	WP_011834629.1 ribosome hibernation-promoting factor, HPF/YfiA family [Lactococcus cremoris]
GCF_903886475.1	Ribosomal_S6	WP_002951906.1	unique_exact_sequence	1	f2114b263318a87b52890b2ac1a2b6fea6c618bf2ef7e782e15abb6321513583	WP_002951906.1 30S ribosomal protein S6 [Streptococcus thermophilus]
GCF_002970915.1	Ribosomal_S6	WP_105449472.1	unique_exact_sequence	1	608099f4ddb7e8d7df525ebe747d134b5b016470c23878c4fdba5fae781577b7	WP_105449472.1 MULTISPECIES: 30S ribosomal protein S6 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_S6	WP_011677242.1	unique_exact_sequence	1	c2b37c0874f5e99d11139a0a95c8f78c6ab4b1ec17f8136071ee8cb81551b4c4	WP_011677242.1 MULTISPECIES: 30S ribosomal protein S6 [Lactococcus]
GCF_903886475.1	Ribosomal_S7	WP_011226575.1	unique_exact_sequence	1	b8435eb7bffa62294f00560520a3cfb15022134239d79c2efa013981db6dfc6c	WP_011226575.1 MULTISPECIES: 30S ribosomal protein S7 [Streptococcus]
GCF_002970915.1	Ribosomal_S7	WP_105450094.1	unique_exact_sequence	1	c01821d437bf1e5cfec6fa061ee892a50daedbdd6a97dac192401a3fc447b898	WP_105450094.1 MULTISPECIES: 30S ribosomal protein S7 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_S7	WP_003129876.1	unique_exact_sequence	1	1f3355d5e38521fc1b73f60346a4c1e96132d26ec187c087fff6b1185671a54d	WP_003129876.1 MULTISPECIES: 30S ribosomal protein S7 [Bacilli]
GCF_903886475.1	Ribosomal_S8	WP_002952146.1	unique_exact_sequence	1	bc24233aeac4b076e6fc5cfe560c68755453400a589717330df519497e88a447	WP_002952146.1 MULTISPECIES: 30S ribosomal protein S8 [Streptococcus]
GCF_002970915.1	Ribosomal_S8	WP_105448026.1	unique_exact_sequence	1	d24c5b40acc63813369a095e7955f22ee7d128ccf29232abd06955b48613cead	WP_105448026.1 MULTISPECIES: 30S ribosomal protein S8 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_S8	WP_011677155.1	unique_exact_sequence	1	573f80f2994380b5e7d09c6a4feeb96498fd413461d9297eca47928c21723c06	WP_011677155.1 MULTISPECIES: 30S ribosomal protein S8 [Lactococcus]
GCF_903886475.1	Ribosomal_S9	WP_002947796.1	unique_exact_sequence	1	932deb9a3b0270bd16b819c7fbbae6499a4e16f235ae354ddf4930d2ac796e6c	WP_002947796.1 MULTISPECIES: 30S ribosomal protein S9 [Streptococcus]
GCF_002970915.1	Ribosomal_S9	WP_105448048.1	unique_exact_sequence	1	b6472acc825126335b3d7f599e56992241514bb5cc6acd5919b21d1eb176c5f1	WP_105448048.1 MULTISPECIES: 30S ribosomal protein S9 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_S9	WP_004254378.1	unique_exact_sequence	1	b2dd9c813cdd91b9fcb5eaedf0c8697f31bcafe7692e2d7fa7cec41375331947	WP_004254378.1 MULTISPECIES: 30S ribosomal protein S9 [Bacilli]
GCF_903886475.1	RsfS	WP_011226444.1	unique_exact_sequence	1	ced9088cad890d0fecc581f1e1f8efd2a26ae1beaaec11d3af0bf828413e01ed	WP_011226444.1 ribosome silencing factor [Streptococcus thermophilus]
GCF_002970915.1	RsfS	WP_105448270.1	unique_exact_sequence	1	465fc8ac74ef08e4c212c424b6cf847c033ce281f40c3e23f92b6b036862a6c6	WP_105448270.1 MULTISPECIES: ribosome silencing factor [Lactiplantibacillus]
GCF_000468955.1	RsfS	WP_011675265.1	unique_exact_sequence	1	e50dbd07d2bdcf8d1f86e3fd302ce6d41401a870c4078f438c3251255e09dab0	WP_011675265.1 ribosome silencing factor [Lactococcus cremoris]
GCF_903886475.1	RuvX	WP_002952187.1	unique_exact_sequence	1	847d81bbd54f6cb34270b08a2281d66864594567b094efd943bf82217881ac82	WP_002952187.1 Holliday junction resolvase RuvX [Streptococcus thermophilus]
GCF_002970915.1	RuvX	WP_105451228.1	unique_exact_sequence	1	4428eb942bc674c0b6b2e6ddc9c96c1c02da882d6b1c681a26e8d3968e2cb4e0	WP_105451228.1 Holliday junction resolvase RuvX [Lactiplantibacillus koreensis]
GCF_000468955.1	RuvX	WP_021036560.1	unique_exact_sequence	1	a1943ee96fb5abbceda06e22b863995438f80c1ebbbfb5967dd5cc411f605795	WP_021036560.1 MULTISPECIES: Holliday junction resolvase RuvX [Lactococcus]
GCF_903886475.1	SAICAR_synt	WP_011225260.1	unique_exact_sequence	1	d9d10eea5e1dc82d98c32393ea370b4c2bb5de64eeada3b027a3a463add6caa3	WP_011225260.1 phosphoribosylaminoimidazolesuccinocarboxamide synthase [Streptococcus thermophilus]
GCF_002970915.1	SAICAR_synt	WP_370447214.1	unique_exact_sequence	1	e04c4fce625171fd4c8a13293fad45b1db8ae69d34614b0a31be6c9282a67f75	WP_370447214.1 phosphoribosylaminoimidazolesuccinocarboxamide synthase [Lactiplantibacillus koreensis]
GCF_000468955.1	SAICAR_synt	WP_021037514.1	unique_exact_sequence	1	5e29d9bf74478e7da23f12229e4b29d27fab99f3cf486e2c120646b29e1aa452	WP_021037514.1 phosphoribosylaminoimidazolesuccinocarboxamide synthase [Lactococcus cremoris]
GCF_903886475.1	SHMT	WP_011225790.1	unique_exact_sequence	1	e59d0b1b61edcc9bf9899850b7fb995739b89bb8bb623c7055ec312c55149d55	WP_011225790.1 serine hydroxymethyltransferase [Streptococcus thermophilus]
GCF_002970915.1	SHMT	WP_105451300.1	unique_exact_sequence	1	cd77931ee97757a1807378565ef7ea0b93bf29fe96665891ba29fd2700155d03	WP_105451300.1 serine hydroxymethyltransferase [Lactobacillus sp. CBA3605]
GCF_000468955.1	SHMT	WP_021036819.1	unique_exact_sequence	1	ef5218b1e5f9a45766c7cff30c9dabc69940c3426f1afb52f3ed353f17f7f250	WP_021036819.1 serine hydroxymethyltransferase [Lactococcus cremoris]
GCF_903886475.1	SMC_ScpA	WP_011225440.1	unique_exact_sequence	1	70bcc30f0f74a2fa672818a6cadd1349aaf00b9d8b949c82585807c90041f4a1	WP_011225440.1 MULTISPECIES: segregation/condensation protein A [Streptococcus]
GCF_002970915.1	SMC_ScpA	WP_370447205.1	unique_exact_sequence	1	33b60fe7c1256f6f5fafbde7ccd01c8a0228ac37999a51b96c156660b976d039	WP_370447205.1 segregation and condensation protein A [Lactiplantibacillus koreensis]
GCF_000468955.1	SMC_ScpA	WP_021037304.1	unique_exact_sequence	1	f4f1569cd40d6d121ddc242f83839cd15d0bccc3bcb2cbc2487b9194a96e6f7e	WP_021037304.1 segregation/condensation protein A [Lactococcus cremoris]
GCF_903886475.1	SMC_ScpB	WP_011225441.1	unique_exact_sequence	1	6f86725f71813393e81c50a5faea3cc4d2a064ade22136ceca9b98f46ce62bd9	WP_011225441.1 MULTISPECIES: SMC-Scp complex subunit ScpB [Streptococcus]
GCF_002970915.1	SMC_ScpB	WP_105450870.1	unique_exact_sequence	1	6e6d9e86b251b693870470a31cbf0ea5b88a196b189059344369b93ee920ab0d	WP_105450870.1 SMC-Scp complex subunit ScpB [Lactiplantibacillus koreensis]
GCF_000468955.1	SMC_ScpB	WP_011676203.1	unique_exact_sequence	1	bbd93ecd487395b875b7ec6eb38746b9d2e64fce816c51df63339f7033a7c5d5	WP_011676203.1 MULTISPECIES: SMC-Scp complex subunit ScpB [Lactococcus]
GCF_903886475.1	SPOUT_MTase	WP_011226712.1	unique_exact_sequence	1	9bd1ab3f6afbbc73de531447040f5f6c29db79f102ebf42581d851533873d0f6	WP_011226712.1 23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH [Streptococcus thermophilus]
GCF_002970915.1	SPOUT_MTase	WP_105451994.1	unique_exact_sequence	1	9d900222b33665f01ebe685c4dd237c1d0572d4ecb86bb8aea0fcf0a6e9fd76a	WP_105451994.1 23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH [Lactiplantibacillus koreensis]
GCF_903886475.1	SecE	WP_011225408.1	unique_exact_sequence	1	ba8dafec13faca376ed1d7e26d64d9d34dfd14a3692eb300bfde3faa283478ec	WP_011225408.1 preprotein translocase subunit SecE [Streptococcus thermophilus]
GCF_002970915.1	SecE	WP_105452317.1	unique_exact_sequence	1	b880df0d69f96a5f2a2786519efc1bf37f82b83d58abc2d95df4e6f50469e8a3	WP_105452317.1 preprotein translocase subunit SecE [Lactiplantibacillus koreensis]
GCF_000468955.1	SecE	WP_021037943.1	unique_exact_sequence	1	e1baa793fbc6b8747864ee1ebcc0e93b607fdad2bec2d5c15e80fd6794c84b86	WP_021037943.1 preprotein translocase subunit SecE [Lactococcus cremoris]
GCF_903886475.1	SecG	WP_002950236.1	unique_exact_sequence	1	faeacb205fdbea3d16afa0e71460569f84226f654ee44cee3a5b25efe2d2702e	WP_002950236.1 MULTISPECIES: preprotein translocase subunit SecG [Streptococcus]
GCF_002970915.1	SecG	WP_105452392.1	unique_exact_sequence	1	78ac85a0b8f279d8140dab131624fcf448f2b81bdfa0d36a3c4d980ebed87157	WP_105452392.1 preprotein translocase subunit SecG [Lactiplantibacillus koreensis]
GCF_000468955.1	SecG	WP_011675893.1	unique_exact_sequence	1	d72116f9e2e04e4e9beefdc787e45d9293b1f31593cddb7764ba8b8c0be3fdfd	WP_011675893.1 MULTISPECIES: preprotein translocase subunit SecG [Lactococcus]
GCF_903886475.1	SmpB	WP_002950240.1	unique_exact_sequence	1	781b63dae382ab52c8631f6b7ee5331ed17e117df5381d01744dccc3fbf030c2	WP_002950240.1 MULTISPECIES: SsrA-binding protein SmpB [Streptococcus]
GCF_002970915.1	SmpB	WP_105452395.1	unique_exact_sequence	1	cc23ec404119e17eb95409d553a13a2423b01a26a4e67ff81186364fa0107121	WP_105452395.1 SsrA-binding protein SmpB [Lactiplantibacillus koreensis]
GCF_000468955.1	SmpB	WP_011676717.1	unique_exact_sequence	1	77521ac395ab78ef11a558b08fc611f7dce62d9b58b48becefedab115d408f18	WP_011676717.1 MULTISPECIES: SsrA-binding protein SmpB [Lactococcus]
GCF_903886475.1	TGT	WP_011226586.1	unique_exact_sequence	1	e3b4aae9713100d8abfb80df1a374b49ff7a98a468d892df3e8b2d292ace2840	WP_011226586.1 tRNA guanosine(34) transglycosylase Tgt [Streptococcus thermophilus]
GCF_002970915.1	TGT	WP_105451236.1	unique_exact_sequence	1	5b25cf783ebae27c335ba60c40b215614e5067c8d9154b9d87b44f558188920b	WP_105451236.1 tRNA guanosine(34) transglycosylase Tgt [Lactiplantibacillus koreensis]
GCF_000468955.1	TGT	WP_011675211.1	unique_exact_sequence	1	fa168e56bdf7bdd384cdb84a18893a992c72203c9d74f35f9dbdc71dc341c1f4	WP_011675211.1 tRNA guanosine(34) transglycosylase Tgt [Lactococcus cremoris]
GCF_903886475.1	TrmK	WP_002951069.1	unique_exact_sequence	1	da0f10659077196400f3e1c530b29fb8ab7d3fce1de07d527200dbfbff205a16	WP_002951069.1 tRNA (adenine(22)-N(1))-methyltransferase [Streptococcus thermophilus]
GCF_002970915.1	TrmK	WP_105450889.1	unique_exact_sequence	1	829df2827bd9e38928ce32c9d34bcd48785e42045b7719acda6a00780b31cd8e	WP_105450889.1 tRNA (adenine(22)-N(1))-methyltransferase [Lactiplantibacillus koreensis]
GCF_000468955.1	TrmK	WP_021037138.1	unique_exact_sequence	1	a555842a28f439f68a51657600ae34fad16863f8d05d232ac1a4c331b2583ee2	WP_021037138.1 tRNA (adenine(22)-N(1))-methyltransferase [Lactococcus cremoris]
GCF_903886475.1	TsaE	WP_002949675.1	unique_exact_sequence	1	119311055e9ded1a9295908201f047ab4a409d0d52b6d0c164d5e0929b0c76a7	WP_002949675.1 MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE [Streptococcus]
GCF_002970915.1	TsaE	WP_105452404.1	unique_exact_sequence	1	582ba9fae77128c179b5534c11e190a741efae20cfd8a94429c48d24583b5b14	WP_105452404.1 tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE [Lactiplantibacillus koreensis]
GCF_000468955.1	TsaE	WP_021036753.1	unique_exact_sequence	1	88e461f5aaca9cba0261792dfc04af972aeb824fec2bbd32f7fbcdf33f0dfd4c	WP_021036753.1 tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE [Lactococcus cremoris]
GCF_903886475.1	Tyr_Deacylase	WP_004197391.1	unique_exact_sequence	1	6c2dbb50b39876ad7268c23236aab9b430174bd1c36645f1b5dd4f54d124219f	WP_004197391.1 MULTISPECIES: D-aminoacyl-tRNA deacylase [Streptococcus]
GCF_002970915.1	Tyr_Deacylase	WP_105450931.1	unique_exact_sequence	1	8d5dd0b5dcf55ea4e2bd1598771993645922e8dfad7604e6b621ef3dc309a9a6	WP_105450931.1 D-aminoacyl-tRNA deacylase [Lactiplantibacillus koreensis]
GCF_000468955.1	Tyr_Deacylase	WP_011834213.1	unique_exact_sequence	1	16774c87dd2e16830338c7c2e5a0e571368e2a6560c050f3dade8dd255b1246b	WP_011834213.1 D-aminoacyl-tRNA deacylase [Lactococcus cremoris]
GCF_903886475.1	UPF0052	WP_011227120.1	unique_exact_sequence	1	5abb4ac6e1162fb8334d852e8f1be60fcda9c6428510e8349e6158e08971479a	WP_011227120.1 YvcK family protein [Streptococcus thermophilus]
GCF_002970915.1	UPF0052	WP_105449936.1	unique_exact_sequence	1	6ef8617cb988216da9f8015bce45e2525492fed6312d4e4ebab55b6ea1c646fb	WP_105449936.1 MULTISPECIES: gluconeogenesis factor YvcK family protein [Lactiplantibacillus]
GCF_000468955.1	UPF0052	WP_021037104.1	unique_exact_sequence	1	e04bd47e0afdb5f28f149d41a630a6b4f7920c34b16986580fbe6705bda10988	WP_021037104.1 MULTISPECIES: gluconeogenesis factor YvcK family protein [Lactococcus]
GCF_903886475.1	UPF0054	WP_002950224.1	unique_exact_sequence	1	97e91abc2eb6dc501b07c198ed4634ccdb6a01d0022d3e9a64d17154a8bf1f21	WP_002950224.1 MULTISPECIES: rRNA maturation RNase YbeY [Streptococcus]
GCF_002970915.1	UPF0054	WP_105450899.1	unique_exact_sequence	1	cd677d10fc951852a50657735dad110a3cc7c748311ec8f078d181674f3040c6	WP_105450899.1 rRNA maturation RNase YbeY [Lactiplantibacillus koreensis]
GCF_000468955.1	UPF0054	WP_011835335.1	unique_exact_sequence	1	795c32339896439ede6e8104386cf422c0317a93d63b797df89ac61e4cab23fb	WP_011835335.1 MULTISPECIES: rRNA maturation RNase YbeY [Lactococcus]
GCF_903886475.1	VEG	WP_002952260.1	unique_exact_sequence	1	08762bb8e47477752ada4dc3076328420e1d20aafb4c9505bfd65db219846cba	WP_002952260.1 MULTISPECIES: Veg family protein [Streptococcus]
GCF_002970915.1	VEG	WP_105449757.1	unique_exact_sequence	1	0f3f67361fc1d713925915e84aee0dbb16abc83bcb873088b34695dfdd54537b	WP_105449757.1 MULTISPECIES: Veg family protein [Lactiplantibacillus]
GCF_000468955.1	VEG	WP_010905542.1	unique_exact_sequence	1	e542806fc8f07f9a97cf6ba70d943be14c58c74d375a8a82bc260ac3ede8e567	WP_010905542.1 MULTISPECIES: Veg family protein [Lactococcus]
GCF_903886475.1	YGGT	WP_011225781.1	unique_exact_sequence	1	7cbe41900a97e3bdeae03cdba8c335ffec5f2bf102e374efb3b10795a7c23ee5	WP_011225781.1 YggT family protein [Streptococcus thermophilus]
GCF_002970915.1	YGGT	WP_199774942.1	unique_exact_sequence	1	b130ee7c6292e4f74de122a2e41b7538cc2b04f49b61f8a02e37f71880d7b9e6	WP_199774942.1 MULTISPECIES: YggT family protein [Lactiplantibacillus]
GCF_000468955.1	YGGT	WP_021037817.1	unique_exact_sequence	1	0728489b0960f8f93ee0852990fe5ffb93f5a4e059f4c3d0b6c289818ef97d66	WP_021037817.1 YggT family protein [Lactococcus cremoris]
GCF_903886475.1	YajC	WP_011225395.1	unique_exact_sequence	1	031732f780730d6407d0a7a547dd6aec49b9e51f333645b6346ed19156ec714e	WP_011225395.1 MULTISPECIES: preprotein translocase subunit YajC [Streptococcus]
GCF_000468955.1	YajC	WP_011836055.1	unique_exact_sequence	1	e7e9d67c67f07c3e0cc351a91e73faa92d08a51c16282760d6e63e19061436d8	WP_011836055.1 MULTISPECIES: preprotein translocase subunit YajC [Lactococcus]
GCF_903886475.1	YbaB_DNA_bd	WP_002884818.1	unique_exact_sequence	1	8d8dbeb541adb2ec7fcbabc966fd3fcc1921ac97af0a7822286767af0b3e549b	WP_002884818.1 MULTISPECIES: YbaB/EbfC family nucleoid-associated protein [Streptococcus]
GCF_002970915.1	YbaB_DNA_bd	WP_105452327.1	unique_exact_sequence	1	443fa0d55f9d579083fb14b4c2108175a3eafd1dd07bee1991dd30205a364bea	WP_105452327.1 YbaB/EbfC family nucleoid-associated protein [Lactiplantibacillus koreensis]
GCF_000468955.1	YbaB_DNA_bd	WP_011675168.1	unique_exact_sequence	1	3e80316bd139f0fc226e5f18f9f991e306131ebc327fc180fd48f2c876d93018	WP_011675168.1 MULTISPECIES: YbaB/EbfC family nucleoid-associated protein [Lactococcus]
GCF_903886475.1	YbbR	WP_011226156.1	unique_exact_sequence	1	817c5470257801c178944b174c4c4f319155ed20d6b9cc9dc75673facdb53c88	WP_011226156.1 CdaR family protein [Streptococcus thermophilus]
GCF_002970915.1	YbbR	WP_105452414.1	unique_exact_sequence	1	690abb183d92b80b6f386aba907eef7442a708c463a32ef97e4e2d5c4367fe4f	WP_105452414.1 CdaR family protein [Lactiplantibacillus koreensis]
GCF_000468955.1	YbbR	WP_014572070.1	unique_exact_sequence	1	93a9cf907b88e0d2df0f37b41c06cf2ddd8d03d12c39a8dab98493e881ba49d4	WP_014572070.1 CdaR family protein [Lactococcus cremoris]
GCF_903886475.1	YceD	WP_041826965.1	unique_exact_sequence	1	1f2c0ab267e39ac545deddf82c10205676b6c9a942a19c65a6a2186decd45b25	WP_041826965.1 DUF177 domain-containing protein [Streptococcus thermophilus]
